COMMUNE;DEPT;CODE POSTAL;LAT;LON
Ballon-Saint Mars;72;72290;48.172;0.226
La Bazoge;72;72650;48.103;0.144
Bazouges Cré sur Loir;72;72200;47.686;-0.172
Beaufay;72;72110;48.142;0.342
Beaumont-sur-Dême;72;72340;47.687;0.58
Beaumont-Pied-de-Bœuf;72;72500;47.757;0.384
Beaumont-sur-Sarthe;72;72170;48.225;0.112
Beillé;72;72160;48.083;0.509
Berfay;72;72320;48.002;0.75
Bérus;72;72610;48.375;0.068
Bessé-sur-Braye;72;72310;47.824;0.722
Béthon;72;72610;48.365;0.092
Blèves;72;72600;48.45;0.336
Boëssé-le-Sec;72;72400;48.135;0.558
Bonnétable;72;72110;48.185;0.452
La Bosse;72;72400;48.164;0.547
Bouër;72;72390;48.076;0.634
Bouloire;72;72440;47.968;0.551
Bourg-le-Roi;72;72610;48.346;0.132
Bousse;72;72270;47.761;-0.063
Brains-sur-Gée;72;72550;48.01;-0.027
Le Breil-sur-Mérize;72;72370;47.996;0.5
Brette-les-Pins;72;72250;47.911;0.327
Briosne-lès-Sables;72;72110;48.175;0.393
La Bruère-sur-Loir;72;72500;47.651;0.357
Brûlon;72;72350;47.981;-0.23
Cérans-Foulletourte;72;72330;47.834;0.07
Chahaignes;72;72340;47.752;0.514
Challes;72;72250;47.934;0.429
Champagné;72;72470;48.016;0.334
Champfleur;72;72610;48.384;0.125
Champrond;72;72320;48.083;0.747
Changé;72;72560;47.978;0.297
Chantenay-Villedieu;72;72430;47.92;-0.154
La Chapelle-aux-Choux;72;72800;47.628;0.23
La Chapelle-d'Aligné;72;72300;47.736;-0.239
La Chapelle-du-Bois;72;72400;48.227;0.584
La Chapelle-Huon;72;72310;47.856;0.719
La Chapelle-Saint-Aubin;72;72650;48.036;0.157
La Chapelle-Saint-Fray;72;72240;48.109;0.091
La Chapelle-Saint-Rémy;72;72160;48.104;0.465
La Chartre-sur-le-Loir;72;72340;47.73;0.582
Chassillé;72;72540;48.021;-0.127
Montval-sur-Loir;72;72500;47.702;0.431
Château-l'Hermitage;72;72510;47.802;0.199
Chaufour-Notre-Dame;72;72550;48.018;0.063
Chemiré-en-Charnie;72;72540;48.053;-0.203
Chemiré-le-Gaudin;72;72210;47.929;-0.012
Chenay;72;72610;48.448;0.16
Chenu;72;72500;47.604;0.355
Chérancé;72;72170;48.281;0.176
Chérisay;72;72610;48.35;0.114
Cherré-Au;72;72400;48.155;0.657
Chevillé;72;72350;47.942;-0.218
Clermont-Créans;72;72200;47.733;-0.024
Cogners;72;72310;47.862;0.654
Commerveil;72;72600;48.314;0.354
Conflans-sur-Anille;72;72120;47.972;0.727
Congé-sur-Orne;72;72290;48.21;0.255
Conlie;72;72240;48.122;-0.013
Connerré;72;72160;48.051;0.468
Contilly;72;72600;48.413;0.359
Cormes;72;72400;48.168;0.709
Coudrecieux;72;72440;47.985;0.626
Coulaines;72;72190;48.033;0.211
Coulans-sur-Gée;72;72550;48.022;0.017
Coulongé;72;72800;47.692;0.194
Courcebœufs;72;72290;48.127;0.282
Courcelles-la-Forêt;72;72270;47.794;-0.024
Courcemont;72;72110;48.177;0.344
Courcival;72;72110;48.236;0.392
Courdemanche;72;72150;47.816;0.555
Courgains;72;72260;48.291;0.277
Courgenard;72;72320;48.157;0.74
Courtillers;72;72300;47.806;-0.315
Crannes-en-Champagne;72;72540;47.979;-0.037
Crissé;72;72140;48.18;-0.064
Crosmières;72;72200;47.736;-0.155
Cures;72;72240;48.085;0.017
Dangeul;72;72260;48.249;0.261
Degré;72;72550;48.053;0.074
Dehault;72;72400;48.208;0.576
Dissay-sous-Courcillon;72;72500;47.666;0.484
Dollon;72;72390;48.036;0.594
Domfront-en-Champagne;72;72240;48.109;0.045
Doucelles;72;72170;48.256;0.184
Douillet;72;72130;48.276;-0.05
Duneau;72;72160;48.068;0.535
Dureil;72;72270;47.83;-0.134
Écommoy;72;72220;47.825;0.285
Écorpain;72;72120;47.938;0.637
Épineu-le-Chevreuil;72;72540;48.04;-0.132
Étival-lès-le-Mans;72;72700;47.963;0.077
Val-d'Étangson;72;72120;47.9;0.627
Fatines;72;72470;48.046;0.335
Fay;72;72550;48.001;0.072
Fercé-sur-Sarthe;72;72430;47.897;-0.036
La Ferté-Bernard;72;72400;48.184;0.635
Fillé;72;72210;47.902;0.115
Flée;72;72500;47.732;0.457
La Fontaine-Saint-Martin;72;72330;47.794;0.047
Fontenay-sur-Vègre;72;72350;47.907;-0.215
Villeneuve-en-Perseigne;72;72600;48.438;0.237
Fresnay-sur-Sarthe;72;72130;48.282;0.023
Fyé;72;72610;48.323;0.082
Gesnes-le-Gandelin;72;72130;48.358;0.03
Grandchamp;72;72610;48.307;0.181
Le Grand-Lucé;72;72150;47.867;0.463
Gréez-sur-Roc;72;72320;48.137;0.824
Le Grez;72;72140;48.189;-0.156
Guécélard;72;72230;47.884;0.142
La Guierche;72;72380;48.118;0.201
Jauzé;72;72110;48.211;0.382
Joué-en-Charnie;72;72540;48.016;-0.195
Joué-l'Abbé;72;72380;48.108;0.23
Juigné-sur-Sarthe;72;72300;47.868;-0.292
Juillé;72;72170;48.245;0.126
Jupilles;72;72500;47.792;0.41
La Flèche;72;72200;47.689;-0.065
Laigné-en-Belin;72;72220;47.868;0.234
Lamnay;72;72320;48.106;0.71
Lavardin;72;72240;48.084;0.063
Lavaré;72;72390;48.058;0.657
Lavernat;72;72500;47.719;0.346
Lhomme;72;72340;47.76;0.564
Ligron;72;72270;47.77;-0.013
Livet-en-Saosnois;72;72610;48.356;0.211
Lombron;72;72450;48.086;0.413
Longnes;72;72540;48.021;-0.085
Louailles;72;72300;47.783;-0.239
Loué;72;72540;47.998;-0.138
Louplande;72;72210;47.941;0.049
Louvigny;72;72600;48.336;0.201
Louzes;72;72600;48.428;0.294
Le Luart;72;72390;48.08;0.597
Luceau;72;72500;47.718;0.392
Lucé-sous-Ballon;72;72290;48.211;0.213
Luché-Pringé;72;72800;47.704;0.095
Le Lude;72;72800;47.654;0.15
Maigné;72;72210;47.939;-0.055
Maisoncelles;72;72440;47.938;0.577
Malicorne-sur-Sarthe;72;72270;47.813;-0.088
Mamers;72;72600;48.354;0.371
Le Mans;72;72100;47.988;0.2
Mansigné;72;72510;47.741;0.134
Marçon;72;72340;47.705;0.527
Mareil-en-Champagne;72;72540;47.981;-0.179
Mareil-sur-Loir;72;72200;47.72;0.008
Maresché;72;72170;48.206;0.149
Marigné-Laillé;72;72220;47.818;0.352
Marollette;72;72600;48.376;0.363
Marolles-les-Braults;72;72260;48.254;0.32
Marolles-lès-Saint-Calais;72;72120;47.918;0.793
Mayet;72;72360;47.764;0.28
Les Mées;72;72260;48.314;0.234
Melleray;72;72320;48.095;0.814
Meurcé;72;72170;48.237;0.202
Mézeray;72;72270;47.83;-0.016
Mézières-sur-Ponthouin;72;72290;48.202;0.298
Mézières-sous-Lavardin;72;72240;48.156;0.048
La Milesse;72;72650;48.067;0.136
Moitron-sur-Sarthe;72;72170;48.247;0.06
Moncé-en-Belin;72;72230;47.898;0.196
Moncé-en-Saosnois;72;72260;48.273;0.389
Monhoudou;72;72260;48.287;0.326
Montaillé;72;72120;47.955;0.686
Montbizot;72;72380;48.153;0.182
Montmirail;72;72320;48.107;0.771
Montreuil-le-Chétif;72;72130;48.241;-0.038
Montreuil-le-Henri;72;72150;47.862;0.572
Mont-Saint-Jean;72;72140;48.244;-0.113
Moulins-le-Carbonnel;72;72130;48.374;-0.013
Mulsanne;72;72230;47.919;0.244
Nauvay;72;72260;48.254;0.393
Neufchâtel-en-Saosnois;72;72600;48.388;0.245
Neuvillalais;72;72240;48.154;-0.007
Neuville-sur-Sarthe;72;72190;48.076;0.214
Neuvillette-en-Charnie;72;72140;48.088;-0.207
Bernay-Neuvy-en-Champagne;72;72240;48.079;-0.022
Nogent-le-Bernard;72;72110;48.24;0.504
Nogent-sur-Loir;72;72500;47.656;0.398
Nouans;72;72260;48.238;0.228
Noyen-sur-Sarthe;72;72430;47.859;-0.1
Nuillé-le-Jalais;72;72370;48.02;0.486
Oisseau-le-Petit;72;72610;48.349;0.074
Oizé;72;72330;47.802;0.11
Panon;72;72600;48.339;0.3
Parcé-sur-Sarthe;72;72300;47.821;-0.193
Parennes;72;72140;48.117;-0.186
Parigné-le-Pôlin;72;72330;47.856;0.124
Parigné-l'Évêque;72;72250;47.932;0.372
Notre-Dame-du-Pé;72;72300;47.726;-0.337
Peray;72;72260;48.25;0.371
Pezé-le-Robert;72;72140;48.202;-0.042
Piacé;72;72170;48.266;0.114
Pincé;72;72300;47.798;-0.367
Pirmil;72;72430;47.91;-0.09
Pizieux;72;72600;48.323;0.334
Poillé-sur-Vègre;72;72350;47.916;-0.272
Montfort-le-Gesnois;72;72450;48.058;0.402
Pontvallain;72;72510;47.759;0.199
Précigné;72;72300;47.764;-0.318
Préval;72;72400;48.227;0.62
Prévelles;72;72110;48.154;0.475
Pruillé-le-Chétif;72;72700;47.993;0.106
Pruillé-l'Éguillé;72;72150;47.839;0.422
La Quinte;72;72550;48.051;0.042
Rahay;72;72120;47.958;0.811
René;72;72260;48.277;0.217
Requeil;72;72510;47.787;0.158
Roëzé-sur-Sarthe;72;72210;47.894;0.072
Rouessé-Fontaine;72;72610;48.319;0.148
Rouessé-Vassé;72;72140;48.155;-0.2
Rouez;72;72140;48.138;-0.12
Rouillon;72;72700;48.0;0.142
Rouperroux-le-Coquet;72;72110;48.229;0.439
Ruaudin;72;72230;47.943;0.266
Ruillé-en-Champagne;72;72240;48.057;-0.115
Loir en Vallée;72;72340;47.785;0.618
Sablé-sur-Sarthe;72;72300;47.838;-0.355
Saint-Aignan;72;72110;48.218;0.346
Saint-Aubin-de-Locquenay;72;72130;48.258;0.009
Saint-Aubin-des-Coudrais;72;72400;48.179;0.579
Saint-Biez-en-Belin;72;72220;47.818;0.237
Saint-Calais;72;72120;47.925;0.748
Saint-Calez-en-Saosnois;72;72600;48.308;0.311
Saint-Célerin;72;72110;48.126;0.434
Sainte-Cérotte;72;72120;47.901;0.683
Saint-Christophe-du-Jambet;72;72170;48.234;0.061
Saint-Christophe-en-Champagne;72;72540;47.964;-0.138
Saint-Corneille;72;72460;48.077;0.342
Saint-Cosme-en-Vairais;72;72110;48.274;0.458
Saint-Denis-des-Coudrais;72;72110;48.162;0.507
Saint-Denis-d'Orques;72;72350;48.031;-0.276
Saint-Georges-de-la-Couée;72;72150;47.826;0.591
Saint-Georges-du-Bois;72;72700;47.972;0.101
Saint-Georges-du-Rosay;72;72110;48.2;0.523
Saint-Georges-le-Gaultier;72;72130;48.295;-0.11
Saint-Germain-d'Arcé;72;72800;47.628;0.286
Saint-Gervais-de-Vic;72;72120;47.882;0.733
Saint-Gervais-en-Belin;72;72220;47.87;0.2
Sainte-Jamme-sur-Sarthe;72;72380;48.138;0.158
Saint-Jean-d'Assé;72;72380;48.158;0.122
Saint-Jean-de-la-Motte;72;72510;47.758;0.055
Saint-Jean-des-Échelles;72;72320;48.131;0.733
Saint-Jean-du-Bois;72;72430;47.865;-0.034
Saint-Léonard-des-Bois;72;72130;48.354;-0.087
Saint-Longis;72;72600;48.353;0.337
Saint-Maixent;72;72320;48.109;0.652
Saint-Marceau;72;72170;48.183;0.122
Saint-Mars-de-Locquenay;72;72440;47.932;0.506
Saint-Mars-d'Outillé;72;72220;47.87;0.343
Saint-Mars-la-Brière;72;72470;48.018;0.379
Saint-Martin-des-Monts;72;72400;48.151;0.598
Saint-Michel-de-Chavaignes;72;72440;48.009;0.573
Saint-Ouen-de-Mimbré;72;72130;48.291;0.051
Saint-Ouen-en-Belin;72;72220;47.836;0.212
Saint-Ouen-en-Champagne;72;72350;47.958;-0.179
Saint-Paterne - Le Chevain;72;72610;48.414;0.115
Saint-Paul-le-Gaultier;72;72130;48.326;-0.117
Saint-Pavace;72;72190;48.041;0.195
Saint-Pierre-de-Chevillé;72;72500;47.636;0.434
Saint-Pierre-des-Bois;72;72430;47.942;-0.136
Saint-Pierre-des-Ormes;72;72600;48.293;0.42
Saint-Pierre-du-Lorouër;72;72150;47.796;0.508
Saint-Rémy-de-Sillé;72;72140;48.182;-0.103
Saint-Rémy-des-Monts;72;72600;48.322;0.383
Saint-Rémy-du-Val;72;72600;48.349;0.251
Sainte-Sabine-sur-Longève;72;72380;48.136;0.09
Saint-Saturnin;72;72650;48.059;0.173
Saint-Symphorien;72;72240;48.079;-0.141
Saint-Ulphace;72;72320;48.157;0.84
Saint-Victeur;72;72130;48.317;0.038
Saint-Vincent-des-Prés;72;72600;48.296;0.373
Saint-Vincent-du-Lorouër;72;72150;47.821;0.481
Saosnes;72;72600;48.326;0.288
Sarcé;72;72360;47.722;0.229
Sargé-lès-le-Mans;72;72190;48.042;0.247
Savigné-l'Évêque;72;72460;48.083;0.288
Savigné-sous-le-Lude;72;72800;47.63;0.072
Sceaux-sur-Huisne;72;72160;48.101;0.581
Ségrie;72;72170;48.212;0.017
Semur-en-Vallon;72;72390;48.021;0.672
Sillé-le-Guillaume;72;72140;48.186;-0.133
Sillé-le-Philippe;72;72460;48.106;0.349
Solesmes;72;72300;47.844;-0.281
Sougé-le-Ganelon;72;72130;48.315;-0.044
Souillé;72;72380;48.12;0.173
Souligné-Flacé;72;72210;47.967;0.014
Souligné-sous-Ballon;72;72290;48.137;0.238
Soulitré;72;72370;48.022;0.441
Souvigné-sur-Même;72;72400;48.217;0.649
Souvigné-sur-Sarthe;72;72300;47.825;-0.412
Spay;72;72700;47.925;0.151
Surfonds;72;72370;47.979;0.462
La Suze-sur-Sarthe;72;72210;47.877;0.025
Tassé;72;72430;47.888;-0.149
Tassillé;72;72540;47.988;-0.095
Teillé;72;72290;48.185;0.188
Teloché;72;72220;47.89;0.278
Tennie;72;72240;48.11;-0.086
Terrehault;72;72110;48.204;0.406
Théligny;72;72320;48.172;0.786
Thoigné;72;72260;48.285;0.25
Thoiré-sous-Contensor;72;72610;48.312;0.205
Thoiré-sur-Dinan;72;72500;47.765;0.462
Thorée-les-Pins;72;72800;47.666;0.034
Thorigné-sur-Dué;72;72160;48.03;0.52
Torcé-en-Vallée;72;72110;48.132;0.392
Trangé;72;72650;48.029;0.116
Tresson;72;72440;47.903;0.556
Le Tronchet;72;72170;48.18;0.082
Tuffé Val de la Chéronne;72;72160;48.121;0.508
Vaas;72;72500;47.672;0.315
Valennes;72;72320;48.006;0.805
Vallon-sur-Gée;72;72540;47.96;-0.084
Vancé;72;72310;47.835;0.66
Verneil-le-Chétif;72;72360;47.72;0.299
Vernie;72;72170;48.182;0.018
Vezot;72;72600;48.354;0.295
Vibraye;72;72320;48.048;0.74
Villaines-la-Carelle;72;72600;48.387;0.295
Villaines-la-Gonais;72;72400;48.134;0.608
Villaines-sous-Lucé;72;72150;47.88;0.502
Villaines-sous-Malicorne;72;72270;47.757;-0.105
Vion;72;72300;47.815;-0.264
Viré-en-Champagne;72;72350;47.988;-0.291
Vivoin;72;72170;48.24;0.162
Voivres-lès-le-Mans;72;72210;47.928;0.084
Volnay;72;72440;47.952;0.47
Vouvray-sur-Huisne;72;72160;48.086;0.554
Yvré-le-Pôlin;72;72330;47.834;0.16
Yvré-l'Évêque;72;72530;48.023;0.282
Aiguebelette-le-Lac;73;73610;45.548;5.814
Grand-Aigueblanche;73;73260;45.52;6.515
Aillon-le-Jeune;73;73340;45.609;6.089
Aillon-le-Vieux;73;73340;45.651;6.088
Aime-la-Plagne;73;73210;45.553;6.618
Aiton;73;73220;45.573;6.257
Aix-les-Bains;73;73100;45.698;5.904
Entrelacs;73;73410;45.79;5.937
Albertville;73;73200;45.668;6.405
Albiez-le-Jeune;73;73300;45.239;6.358
Albiez-Montrond;73;73300;45.188;6.34
Allondaz;73;73200;45.712;6.372
Les Allues;73;73550;45.37;6.588
Apremont;73;73190;45.501;5.936
Arbin;73;73800;45.511;6.075
Argentine;73;73220;45.489;6.333
Arith;73;73340;45.721;6.063
Arvillard;73;73110;45.41;6.17
Attignat-Oncin;73;73610;45.514;5.779
Aussois;73;73500;45.255;6.729
Les Avanchers-Valmorel;73;73260;45.461;6.444
Avressieux;73;73240;45.571;5.694
Avrieux;73;73500;45.178;6.747
Ayn;73;73470;45.572;5.75
La Balme;73;73170;45.678;5.705
Barberaz;73;73000;45.552;5.939
Barby;73;73230;45.57;5.983
Bassens;73;73000;45.581;5.939
La Bâthie;73;73540;45.638;6.474
La Bauche;73;73360;45.482;5.77
Beaufort;73;73270;45.686;6.603
Bellecombe-en-Bauges;73;73340;45.738;6.145
Belmont-Tramonet;73;73330;45.565;5.676
Bessans;73;73480;45.292;7.045
Betton-Bettonet;73;73390;45.527;6.182
Billième;73;73170;45.719;5.815
La Biolle;73;73410;45.759;5.916
Bonneval-sur-Arc;73;73480;45.386;7.092
Bonvillard;73;73460;45.582;6.33
Bonvillaret;73;73220;45.563;6.315
Bourdeau;73;73370;45.677;5.854
Le Bourget-du-Lac;73;73370;45.644;5.846
Bourget-en-Huile;73;73110;45.482;6.212
Bourgneuf;73;73390;45.553;6.247
Bourg-Saint-Maurice;73;73700;45.665;6.766
Bozel;73;73350;45.462;6.651
Brides-les-Bains;73;73570;45.454;6.568
La Bridoire;73;73520;45.53;5.738
Brison-Saint-Innocent;73;73100;45.74;5.882
Césarches;73;73200;45.703;6.414
Cevins;73;73730;45.609;6.497
Challes-les-Eaux;73;73190;45.549;5.984
Chambéry;73;73000;45.583;5.909
La Chambre;73;73130;45.367;6.294
Chamousset;73;73390;45.565;6.207
Chamoux-sur-Gelon;73;73390;45.534;6.218
Champagneux;73;73240;45.627;5.668
Champagny-en-Vanoise;73;73350;45.45;6.778
Champ-Laurent;73;73390;45.508;6.208
Chanaz;73;73310;45.804;5.796
La Chapelle;73;73660;45.422;6.294
La Chapelle-Blanche;73;73110;45.45;6.074
La Chapelle-du-Mont-du-Chat;73;73370;45.714;5.855
Les Chapelles;73;73700;45.607;6.712
La Chapelle-Saint-Martin;73;73170;45.65;5.754
Châteauneuf;73;73390;45.547;6.181
Le Châtelard;73;73630;45.681;6.13
La Chavanne;73;73800;45.493;6.066
Les Chavannes-en-Maurienne;73;73660;45.39;6.289
Chignin;73;73800;45.524;6.014
Chindrieux;73;73310;45.813;5.845
Cléry;73;73460;45.648;6.273
Cognin;73;73160;45.56;5.892
Cohennoz;73;73590;45.763;6.496
Coise-Saint-Jean-Pied-Gauthier;73;73800;45.526;6.131
La Compôte;73;73630;45.66;6.148
Conjux;73;73310;45.794;5.823
Corbel;73;73160;45.439;5.829
Crest-Voland;73;73590;45.79;6.516
La Croix-de-la-Rochette;73;73110;45.475;6.118
Cruet;73;73800;45.531;6.093
Curienne;73;73190;45.56;6.011
Les Déserts;73;73230;45.641;5.996
Détrier;73;73110;45.446;6.099
Domessin;73;73330;45.537;5.702
Doucy-en-Bauges;73;73630;45.696;6.176
Drumettaz-Clarafond;73;73420;45.661;5.938
Dullin;73;73610;45.551;5.749
Les Échelles;73;73360;45.452;5.743
École;73;73630;45.629;6.188
Entremont-le-Vieux;73;73670;45.462;5.885
Épierre;73;73220;45.452;6.325
Esserts-Blay;73;73540;45.627;6.419
Feissons-sur-Salins;73;73350;45.473;6.561
Flumet;73;73590;45.835;6.53
Fontcouverte-la-Toussuire;73;73300;45.246;6.282
Fourneaux;73;73500;45.179;6.638
Freney;73;73500;45.184;6.612
Fréterive;73;73250;45.592;6.209
Frontenex;73;73460;45.633;6.311
Gerbaix;73;73470;45.607;5.737
La Giettaz;73;73590;45.874;6.51
Gilly-sur-Isère;73;73200;45.653;6.35
Grésy-sur-Aix;73;73100;45.724;5.934
Grésy-sur-Isère;73;73460;45.601;6.246
Grignon;73;73200;45.642;6.384
Hautecour;73;73600;45.517;6.544
Hauteluce;73;73620;45.764;6.615
Hauteville;73;73390;45.528;6.166
La Tour-en-Maurienne;73;73300;45.305;6.39
Jacob-Bellecombette;73;73000;45.552;5.917
Jarrier;73;73300;45.287;6.308
Jarsy;73;73630;45.669;6.213
Jongieux;73;73170;45.737;5.801
Laissaud;73;73800;45.454;6.032
Landry;73;73210;45.564;6.762
Lépin-le-Lac;73;73610;45.536;5.792
Lescheraines;73;73340;45.707;6.103
Loisieux;73;73170;45.648;5.726
Lucey;73;73170;45.761;5.794
La Plagne Tarentaise;73;73210;45.522;6.694
Porte-de-Savoie;73;73800;45.492;5.992
Marcieux;73;73470;45.615;5.779
Marthod;73;73400;45.732;6.394
Mercury;73;73200;45.688;6.344
Méry;73;73420;45.637;5.935
Meyrieux-Trouet;73;73170;45.647;5.786
Modane;73;73500;45.175;6.648
Les Mollettes;73;73800;45.466;6.059
Montagnole;73;73000;45.524;5.911
Montagny;73;73350;45.466;6.599
Montailleur;73;73460;45.619;6.266
Montcel;73;73100;45.709;5.99
Montendry;73;73390;45.523;6.24
Montgilbert;73;73220;45.536;6.276
Monthion;73;73200;45.622;6.373
Montmélian;73;73800;45.508;6.056
Montricher-Albanne;73;73870;45.215;6.408
Montsapey;73;73220;45.532;6.367
Montvalezan;73;73700;45.633;6.875
Montvernier;73;73300;45.333;6.335
La Motte-en-Bauges;73;73340;45.712;6.132
La Motte-Servolex;73;73290;45.601;5.854
Motz;73;73310;45.919;5.845
Moûtiers;73;73600;45.486;6.537
Mouxy;73;73100;45.68;5.948
Myans;73;73800;45.519;5.978
Nances;73;73470;45.586;5.803
Notre-Dame-de-Bellecombe;73;73590;45.795;6.557
La Léchère;73;73260;45.527;6.461
Notre-Dame-des-Millières;73;73460;45.613;6.356
Notre-Dame-du-Cruet;73;73130;45.375;6.31
Notre-Dame-du-Pré;73;73600;45.503;6.605
Novalaise;73;73470;45.588;5.772
Le Noyer;73;73340;45.667;6.055
Ontex;73;73310;45.749;5.823
Orelle;73;73140;45.198;6.561
Pallud;73;73200;45.693;6.39
Peisey-Nancroix;73;73210;45.51;6.815
Planaise;73;73800;45.507;6.094
Planay;73;73350;45.423;6.715
Plancherine;73;73200;45.678;6.294
Le Pont-de-Beauvoisin;73;73330;45.536;5.681
Le Pontet;73;73110;45.497;6.236
Pralognan-la-Vanoise;73;73710;45.35;6.72
Presle;73;73110;45.442;6.169
Pugny-Chatenod;73;73100;45.692;5.955
Puygros;73;73190;45.569;6.041
Queige;73;73720;45.707;6.465
Val-d'Arc;73;73220;45.544;6.328
La Ravoire;73;73490;45.556;5.96
Rochefort;73;73240;45.581;5.714
Valgelon-La Rochette;73;73110;45.459;6.112
Rognaix;73;73730;45.571;6.423
Rotherens;73;73110;45.472;6.137
Ruffieux;73;73310;45.852;5.843
Saint-Alban-de-Montbel;73;73610;45.552;5.779
Saint-Alban-d'Hurtières;73;73220;45.468;6.249
Saint-Alban-des-Villards;73;73130;45.315;6.236
Saint-Alban-Leysse;73;73230;45.588;5.958
Saint-André;73;73500;45.224;6.616
Saint-Avre;73;73130;45.349;6.316
Saint-Baldoph;73;73190;45.53;5.946
Saint-Béron;73;73520;45.507;5.725
Courchevel;73;73120;45.39;6.647
Saint-Cassin;73;73160;45.521;5.879
Saint-Christophe;73;73360;45.452;5.786
Saint-Colomban-des-Villards;73;73130;45.267;6.183
Saint-Étienne-de-Cuines;73;73130;45.346;6.26
Sainte-Foy-Tarentaise;73;73640;45.584;6.941
Saint-Franc;73;73360;45.49;5.743
Saint-François-de-Sales;73;73340;45.683;6.037
Saint François Longchamp;73;73130;45.412;6.374
Saint-Genix-les-Villages;73;73240;45.596;5.656
Saint-Georges-d'Hurtières;73;73220;45.508;6.285
Sainte-Hélène-du-Lac;73;73800;45.48;6.055
Sainte-Hélène-sur-Isère;73;73460;45.602;6.326
Saint-Jean-d'Arves;73;73530;45.166;6.272
Saint-Jean-d'Arvey;73;73230;45.597;5.991
Saint-Jean-de-Chevelu;73;73170;45.696;5.826
Saint-Jean-de-Couz;73;73160;45.465;5.814
Saint-Jean-de-la-Porte;73;73250;45.559;6.12
Saint-Jean-de-Maurienne;73;73300;45.271;6.346
Saint-Jeoire-Prieuré;73;73190;45.533;5.989
Saint-Julien-Mont-Denis;73;73870;45.28;6.418
Saint-Léger;73;73220;45.44;6.264
Saint-Marcel;73;73600;45.498;6.566
Sainte-Marie-d'Alvey;73;73240;45.594;5.715
Sainte-Marie-de-Cuines;73;73130;45.319;6.294
Saint-Martin-d'Arc;73;73140;45.207;6.459
Les Belleville;73;73440;45.334;6.517
Saint-Martin-de-la-Porte;73;73140;45.264;6.46
Saint-Martin-sur-la-Chambre;73;73130;45.372;6.323
Saint-Michel-de-Maurienne;73;73140;45.238;6.493
Saint-Nicolas-la-Chapelle;73;73590;45.824;6.479
Saint-Offenge;73;73100;45.739;6.01
Saint-Ours;73;73410;45.756;5.981
Saint-Pancrace;73;73300;45.266;6.301
Saint-Paul-sur-Isère;73;73730;45.587;6.407
Saint-Paul-sur-Yenne;73;73170;45.673;5.792
Saint-Pierre-d'Albigny;73;73250;45.576;6.16
Saint-Pierre-d'Alvey;73;73170;45.626;5.739
Saint-Pierre-de-Belleville;73;73220;45.454;6.259
Saint-Pierre-de-Curtille;73;73310;45.766;5.829
Saint-Pierre-d'Entremont;73;73670;45.418;5.88
Saint-Pierre-de-Genebroz;73;73360;45.461;5.759
Saint-Pierre-de-Soucy;73;73800;45.488;6.105
Sainte-Reine;73;73630;45.607;6.143
Saint-Rémy-de-Maurienne;73;73660;45.388;6.238
Saint-Sorlin-d'Arves;73;73530;45.201;6.202
Saint-Sulpice;73;73160;45.564;5.845
Saint-Thibaud-de-Couz;73;73160;45.494;5.832
Saint-Vital;73;73460;45.626;6.3
Salins-Fontaine;73;73600;45.472;6.53
Séez;73;73700;45.648;6.836
Serrières-en-Chautagne;73;73310;45.881;5.843
Sonnaz;73;73000;45.62;5.917
La Table;73;73110;45.472;6.186
Val-Cenis;73;73480;45.344;6.848
Thénésol;73;73200;45.718;6.387
Thoiry;73;73230;45.599;6.044
La Thuile;73;73190;45.541;6.056
Tignes;73;73320;45.482;6.936
Tournon;73;73460;45.638;6.327
Tours-en-Savoie;73;73790;45.666;6.462
Traize;73;73170;45.672;5.737
Tresserve;73;73100;45.674;5.89
Trévignin;73;73100;45.705;5.969
La Trinité;73;73110;45.504;6.152
Ugine;73;73400;45.772;6.433
Val-d'Isère;73;73150;45.431;6.998
Valloire;73;73450;45.123;6.424
Valmeinier;73;73450;45.152;6.508
Venthon;73;73200;45.687;6.418
Verel-de-Montbel;73;73330;45.554;5.724
Verel-Pragondran;73;73230;45.621;5.953
Le Verneil;73;73110;45.451;6.185
Verrens-Arvey;73;73460;45.663;6.29
Verthemex;73;73170;45.629;5.798
Villard-d'Héry;73;73800;45.514;6.139
Villard-Léger;73;73390;45.501;6.174
Villard-Sallet;73;73110;45.486;6.135
Villard-sur-Doron;73;73270;45.728;6.519
Villarembert;73;73300;45.24;6.264
Villargondran;73;73300;45.253;6.379
Villarodin-Bourget;73;73500;45.219;6.692
Villaroger;73;73640;45.558;6.869
Villaroux;73;73110;45.462;6.079
Vimines;73;73160;45.539;5.85
Vions;73;73310;45.831;5.808
Viviers-du-Lac;73;73420;45.65;5.898
Voglans;73;73420;45.627;5.891
Yenne;73;73170;45.702;5.765
Abondance;74;74360;46.266;6.732
Alby-sur-Chéran;74;74540;45.816;6.016
Alex;74;74290;45.881;6.236
Allèves;74;74540;45.759;6.086
Allinges;74;74200;46.334;6.465
Allonzier-la-Caille;74;74350;46.0;6.105
Amancy;74;74800;46.073;6.331
Ambilly;74;74100;46.196;6.224
Andilly;74;74350;46.07;6.071
Annecy;74;74000;45.891;6.126
Annemasse;74;74100;46.191;6.242
Anthy-sur-Léman;74;74200;46.353;6.428
Arâches-la-Frasse;74;74300;46.03;6.661
Arbusigny;74;74930;46.086;6.207
Archamps;74;74160;46.122;6.14
Arenthon;74;74800;46.098;6.339
Argonay;74;74370;45.947;6.148
